age,age_basket,job,marital,education,balance,balance_basket,default,housing,loan,contact,day,month,duration,duration_mins,duration_bucket,campaign,campaign_capped,pdays,previous,poutcome,term_deposit,term_deposit_numeric
50,50-66,technician,divorced,tertiary,173,Low (0-500),no,no,yes,unknown,5,may,98,1.63,1-3 mins,1,1,-1,0,unknown,no,0
43,35-49,management,married,tertiary,400,Low (0-500),no,yes,no,unknown,5,may,256,4.27,3-5 mins,1,1,-1,0,unknown,no,0
61,50-66,blue-collar,divorced,primary,1428,Medium (500-2K),no,yes,no,unknown,5,may,82,1.37,1-3 mins,2,2,-1,0,unknown,no,0
47,35-49,admin.,married,secondary,219,Low (0-500),no,yes,no,unknown,5,may,577,9.62,5-10 mins,1,1,-1,0,unknown,no,0
48,35-49,self-employed,married,tertiary,7,Low (0-500),no,yes,no,unknown,5,may,286,4.77,3-5 mins,1,1,-1,0,unknown,no,0
44,35-49,blue-collar,married,secondary,575,Medium (500-2K),no,yes,no,unknown,5,may,477,7.95,5-10 mins,1,1,-1,0,unknown,no,0
35,35-49,student,single,unknown,298,Low (0-500),no,yes,no,unknown,5,may,611,10.18,10+ mins,2,2,-1,0,unknown,no,0
35,35-49,services,married,secondary,0,Negative,no,yes,no,unknown,5,may,471,7.85,5-10 mins,1,1,-1,0,unknown,no,0
50,50-66,services,married,secondary,5699,High (2K+),no,yes,no,unknown,5,may,381,6.35,5-10 mins,2,2,-1,0,unknown,no,0
41,35-49,management,married,tertiary,176,Low (0-500),no,yes,yes,unknown,5,may,42,0.7,<1 min,1,1,-1,0,unknown,no,0
41,35-49,management,married,tertiary,517,Medium (500-2K),no,yes,no,unknown,5,may,251,4.18,3-5 mins,1,1,-1,0,unknown,no,0
39,35-49,services,single,unknown,257,Low (0-500),no,yes,no,unknown,5,may,408,6.8,5-10 mins,1,1,-1,0,unknown,no,0
42,35-49,retired,married,secondary,56,Low (0-500),no,yes,no,unknown,5,may,215,3.58,3-5 mins,1,1,-1,0,unknown,no,0
38,35-49,blue-collar,married,secondary,-390,Negative,no,yes,no,unknown,5,may,287,4.78,3-5 mins,1,1,-1,0,unknown,no,0
53,50-66,retired,married,secondary,330,Low (0-500),no,yes,no,unknown,5,may,216,3.6,3-5 mins,2,2,-1,0,unknown,no,0
59,50-66,housemaid,divorced,primary,195,Low (0-500),no,no,no,unknown,5,may,366,6.1,5-10 mins,2,2,-1,0,unknown,no,0
36,35-49,services,married,secondary,301,Low (0-500),no,yes,no,unknown,5,may,210,3.5,3-5 mins,1,1,-1,0,unknown,no,0
54,50-66,blue-collar,married,primary,-41,Negative,no,yes,no,unknown,5,may,288,4.8,3-5 mins,1,1,-1,0,unknown,no,0
40,35-49,technician,married,tertiary,483,Low (0-500),no,yes,no,unknown,5,may,168,2.8,1-3 mins,1,1,-1,0,unknown,no,0
47,35-49,unknown,married,unknown,28,Low (0-500),no,no,no,unknown,5,may,338,5.63,5-10 mins,2,2,-1,0,unknown,no,0
53,50-66,unemployed,married,unknown,13,Low (0-500),no,no,no,unknown,5,may,410,6.83,5-10 mins,3,3,-1,0,unknown,no,0
46,35-49,housemaid,married,primary,965,Medium (500-2K),no,no,no,unknown,5,may,177,2.95,1-3 mins,1,1,-1,0,unknown,no,0
39,35-49,management,married,tertiary,378,Low (0-500),no,yes,yes,unknown,5,may,127,2.12,1-3 mins,2,2,-1,0,unknown,no,0
40,35-49,unemployed,married,secondary,219,Low (0-500),no,yes,no,unknown,5,may,357,5.95,5-10 mins,1,1,-1,0,unknown,no,0
28,25-34,blue-collar,married,primary,324,Low (0-500),no,yes,no,unknown,5,may,175,2.92,1-3 mins,1,1,-1,0,unknown,no,0
35,35-49,entrepreneur,divorced,secondary,-69,Negative,no,yes,no,unknown,5,may,300,5.0,3-5 mins,1,1,-1,0,unknown,no,0
55,50-66,retired,married,secondary,0,Negative,no,no,yes,unknown,5,may,136,2.27,1-3 mins,1,1,-1,0,unknown,no,0
43,35-49,technician,divorced,unknown,205,Low (0-500),no,yes,no,unknown,5,may,1419,23.65,10+ mins,1,1,-1,0,unknown,no,0
48,35-49,blue-collar,married,primary,278,Low (0-500),no,yes,no,unknown,5,may,125,2.08,1-3 mins,2,2,-1,0,unknown,no,0
58,50-66,management,married,unknown,1065,Medium (500-2K),no,yes,no,unknown,5,may,213,3.55,3-5 mins,3,3,-1,0,unknown,no,0
33,25-34,management,single,tertiary,34,Low (0-500),no,yes,no,unknown,5,may,27,0.45,<1 min,1,1,-1,0,unknown,no,0
36,35-49,blue-collar,married,unknown,1033,Medium (500-2K),no,no,no,unknown,5,may,238,3.97,3-5 mins,2,2,-1,0,unknown,no,0
53,50-66,services,divorced,secondary,1467,Medium (500-2K),no,yes,no,unknown,5,may,124,2.07,1-3 mins,1,1,-1,0,unknown,no,0
47,35-49,blue-collar,married,primary,-12,Negative,no,yes,no,unknown,5,may,18,0.3,<1 min,1,1,-1,0,unknown,no,0
31,25-34,services,married,secondary,388,Low (0-500),no,yes,no,unknown,5,may,730,12.17,10+ mins,2,2,-1,0,unknown,no,0
57,50-66,entrepreneur,married,secondary,294,Low (0-500),no,yes,no,unknown,5,may,746,12.43,10+ mins,2,2,-1,0,unknown,no,0
53,50-66,blue-collar,married,unknown,1827,Medium (500-2K),no,no,no,unknown,5,may,121,2.02,1-3 mins,1,1,-1,0,unknown,no,0
55,50-66,blue-collar,married,primary,627,Medium (500-2K),no,yes,no,unknown,5,may,247,4.12,3-5 mins,1,1,-1,0,unknown,no,0
45,35-49,blue-collar,married,primary,25,Low (0-500),no,yes,no,unknown,5,may,40,0.67,<1 min,1,1,-1,0,unknown,no,0
53,50-66,admin.,divorced,secondary,315,Low (0-500),no,yes,no,unknown,5,may,181,3.02,3-5 mins,2,2,-1,0,unknown,no,0
37,35-49,blue-collar,married,primary,0,Negative,no,yes,no,unknown,5,may,79,1.32,1-3 mins,1,1,-1,0,unknown,no,0
44,35-49,admin.,divorced,secondary,66,Low (0-500),no,yes,no,unknown,5,may,206,3.43,3-5 mins,1,1,-1,0,unknown,no,0
49,35-49,blue-collar,divorced,primary,-9,Negative,no,yes,yes,unknown,5,may,389,6.48,5-10 mins,1,1,-1,0,unknown,no,0
46,35-49,technician,married,secondary,349,Low (0-500),no,yes,yes,unknown,5,may,127,2.12,1-3 mins,1,1,-1,0,unknown,no,0
43,35-49,entrepreneur,married,unknown,100,Low (0-500),no,yes,no,unknown,5,may,702,11.7,10+ mins,1,1,-1,0,unknown,no,0
38,35-49,admin.,married,secondary,0,Negative,no,no,no,unknown,5,may,151,2.52,1-3 mins,1,1,-1,0,unknown,no,0
43,35-49,technician,married,secondary,434,Low (0-500),no,yes,no,unknown,5,may,117,1.95,1-3 mins,1,1,-1,0,unknown,no,0
49,35-49,management,married,tertiary,3237,High (2K+),no,yes,no,unknown,5,may,232,3.87,3-5 mins,3,3,-1,0,unknown,no,0
42,35-49,management,married,unknown,275,Low (0-500),no,no,no,unknown,5,may,408,6.8,5-10 mins,2,2,-1,0,unknown,no,0
22,18-24,blue-collar,single,secondary,0,Negative,no,yes,no,unknown,5,may,179,2.98,1-3 mins,2,2,-1,0,unknown,no,0
40,35-49,management,married,tertiary,207,Low (0-500),no,yes,no,unknown,5,may,39,0.65,<1 min,1,1,-1,0,unknown,no,0
39,35-49,blue-collar,married,secondary,483,Low (0-500),no,yes,no,unknown,5,may,282,4.7,3-5 mins,1,1,-1,0,unknown,no,0
51,50-66,services,married,secondary,2248,High (2K+),no,yes,no,unknown,5,may,714,11.9,10+ mins,2,2,-1,0,unknown,no,0
49,35-49,admin.,married,secondary,428,Low (0-500),no,yes,no,unknown,5,may,50,0.83,<1 min,1,1,-1,0,unknown,no,0
53,50-66,blue-collar,married,secondary,0,Negative,no,yes,yes,unknown,5,may,181,3.02,3-5 mins,1,1,-1,0,unknown,no,0
34,25-34,services,single,secondary,0,Negative,no,yes,no,unknown,5,may,142,2.37,1-3 mins,1,1,-1,0,unknown,no,0
33,25-34,technician,divorced,secondary,140,Low (0-500),no,yes,no,unknown,5,may,227,3.78,3-5 mins,1,1,-1,0,unknown,no,0
50,50-66,management,single,tertiary,297,Low (0-500),no,yes,no,unknown,5,may,119,1.98,1-3 mins,1,1,-1,0,unknown,no,0
39,35-49,blue-collar,married,primary,279,Low (0-500),no,yes,no,unknown,5,may,361,6.02,5-10 mins,1,1,-1,0,unknown,no,0
59,50-66,entrepreneur,divorced,secondary,901,Medium (500-2K),no,yes,no,unknown,5,may,73,1.22,1-3 mins,3,3,-1,0,unknown,no,0
30,25-34,technician,single,secondary,2573,High (2K+),no,yes,no,unknown,5,may,67,1.12,1-3 mins,2,2,-1,0,unknown,no,0
36,35-49,services,married,secondary,143,Low (0-500),no,yes,yes,unknown,5,may,350,5.83,5-10 mins,1,1,-1,0,unknown,no,0
40,35-49,blue-collar,married,secondary,475,Low (0-500),no,yes,no,unknown,5,may,332,5.53,5-10 mins,2,2,-1,0,unknown,no,0
53,50-66,blue-collar,married,secondary,70,Low (0-500),no,yes,no,unknown,5,may,611,10.18,10+ mins,2,2,-1,0,unknown,no,0
34,25-34,management,single,tertiary,318,Low (0-500),no,yes,no,unknown,5,may,113,1.88,1-3 mins,2,2,-1,0,unknown,no,0
37,35-49,technician,married,secondary,275,Low (0-500),no,yes,no,unknown,5,may,132,2.2,1-3 mins,1,1,-1,0,unknown,no,0
42,35-49,management,divorced,tertiary,742,Medium (500-2K),no,yes,no,unknown,5,may,58,0.97,<1 min,3,3,-1,0,unknown,no,0
41,35-49,entrepreneur,married,primary,236,Low (0-500),no,yes,no,unknown,5,may,151,2.52,1-3 mins,1,1,-1,0,unknown,no,0
30,25-34,student,single,tertiary,25,Low (0-500),no,yes,no,unknown,5,may,89,1.48,1-3 mins,2,2,-1,0,unknown,no,0
37,35-49,management,single,tertiary,600,Medium (500-2K),no,yes,no,unknown,5,may,152,2.53,1-3 mins,1,1,-1,0,unknown,no,0
39,35-49,admin.,divorced,secondary,-349,Negative,no,yes,no,unknown,5,may,611,10.18,10+ mins,2,2,-1,0,unknown,no,0
41,35-49,blue-collar,married,primary,183,Low (0-500),no,yes,yes,unknown,5,may,110,1.83,1-3 mins,2,2,-1,0,unknown,no,0
40,35-49,blue-collar,married,primary,0,Negative,no,yes,no,unknown,5,may,463,7.72,5-10 mins,1,1,-1,0,unknown,no,0
42,35-49,management,single,tertiary,0,Negative,no,yes,yes,unknown,5,may,562,9.37,5-10 mins,2,2,-1,0,unknown,yes,1
40,35-49,blue-collar,divorced,primary,0,Negative,no,yes,no,unknown,5,may,962,16.03,10+ mins,1,1,-1,0,unknown,no,0
57,50-66,technician,married,secondary,1078,Medium (500-2K),no,yes,no,unknown,5,may,10,0.17,<1 min,4,4,-1,0,unknown,no,0
56,50-66,entrepreneur,divorced,secondary,155,Low (0-500),no,no,no,unknown,5,may,118,1.97,1-3 mins,3,3,-1,0,unknown,no,0
37,35-49,admin.,married,secondary,190,Low (0-500),no,yes,no,unknown,5,may,92,1.53,1-3 mins,2,2,-1,0,unknown,no,0
59,50-66,retired,married,secondary,319,Low (0-500),no,yes,no,unknown,5,may,143,2.38,1-3 mins,3,3,-1,0,unknown,no,0
39,35-49,services,divorced,secondary,-185,Negative,no,yes,no,unknown,5,may,189,3.15,3-5 mins,3,3,-1,0,unknown,no,0
49,35-49,services,married,secondary,47,Low (0-500),no,no,no,unknown,5,may,234,3.9,3-5 mins,2,2,-1,0,unknown,no,0
38,35-49,services,single,secondary,570,Medium (500-2K),no,yes,no,unknown,5,may,75,1.25,1-3 mins,2,2,-1,0,unknown,no,0
36,35-49,self-employed,married,tertiary,19,Low (0-500),no,no,no,unknown,5,may,189,3.15,3-5 mins,2,2,-1,0,unknown,no,0
50,50-66,blue-collar,married,primary,61,Low (0-500),no,yes,no,unknown,5,may,621,10.35,10+ mins,3,3,-1,0,unknown,no,0
41,35-49,admin.,married,secondary,-62,Negative,no,yes,yes,unknown,5,may,55,0.92,<1 min,2,2,-1,0,unknown,no,0
54,50-66,technician,married,tertiary,258,Low (0-500),no,no,no,unknown,5,may,310,5.17,5-10 mins,4,4,-1,0,unknown,no,0
58,50-66,blue-collar,married,primary,76,Low (0-500),no,yes,no,unknown,5,may,156,2.6,1-3 mins,2,2,-1,0,unknown,no,0
30,25-34,blue-collar,single,secondary,0,Negative,no,yes,no,unknown,5,may,5,0.08,<1 min,2,2,-1,0,unknown,no,0
33,25-34,admin.,single,secondary,352,Low (0-500),no,yes,no,unknown,5,may,225,3.75,3-5 mins,2,2,-1,0,unknown,no,0
47,35-49,admin.,married,secondary,368,Low (0-500),no,yes,no,unknown,5,may,125,2.08,1-3 mins,2,2,-1,0,unknown,no,0
50,50-66,technician,single,tertiary,339,Low (0-500),no,yes,no,unknown,5,may,2,0.03,<1 min,3,3,-1,0,unknown,no,0
32,25-34,blue-collar,married,secondary,1331,Medium (500-2K),no,yes,no,unknown,5,may,286,4.77,3-5 mins,2,2,-1,0,unknown,no,0
40,35-49,self-employed,married,secondary,672,Medium (500-2K),no,yes,no,unknown,5,may,164,2.73,1-3 mins,2,2,-1,0,unknown,no,0
37,35-49,management,married,tertiary,58,Low (0-500),no,yes,no,unknown,5,may,98,1.63,1-3 mins,2,2,-1,0,unknown,no,0
54,50-66,technician,single,unknown,447,Low (0-500),no,yes,no,unknown,5,may,742,12.37,10+ mins,2,2,-1,0,unknown,no,0
24,18-24,student,single,secondary,423,Low (0-500),no,yes,no,unknown,5,may,226,3.77,3-5 mins,3,3,-1,0,unknown,no,0
54,50-66,management,married,tertiary,0,Negative,no,no,no,unknown,5,may,120,2.0,1-3 mins,2,2,-1,0,unknown,no,0
34,25-34,technician,married,secondary,19,Low (0-500),no,yes,no,unknown,5,may,362,6.03,5-10 mins,4,4,-1,0,unknown,no,0
56,50-66,technician,divorced,primary,13,Low (0-500),no,yes,no,unknown,5,may,357,5.95,5-10 mins,2,2,-1,0,unknown,no,0
31,25-34,blue-collar,single,secondary,3,Low (0-500),no,yes,no,unknown,5,may,200,3.33,3-5 mins,2,2,-1,0,unknown,no,0
24,18-24,student,single,secondary,82,Low (0-500),no,yes,no,unknown,5,may,204,3.4,3-5 mins,2,2,-1,0,unknown,no,0
42,35-49,blue-collar,divorced,primary,28,Low (0-500),no,yes,no,unknown,5,may,126,2.1,1-3 mins,3,3,-1,0,unknown,no,0
57,50-66,technician,married,secondary,792,Medium (500-2K),no,yes,no,unknown,5,may,65,1.08,1-3 mins,2,2,-1,0,unknown,no,0
42,35-49,blue-collar,married,unknown,408,Low (0-500),no,yes,no,unknown,5,may,107,1.78,1-3 mins,2,2,-1,0,unknown,no,0
51,50-66,admin.,married,secondary,531,Medium (500-2K),no,yes,no,unknown,5,may,267,4.45,3-5 mins,2,2,-1,0,unknown,no,0
57,50-66,retired,married,secondary,211,Low (0-500),no,yes,no,unknown,5,may,248,4.13,3-5 mins,2,2,-1,0,unknown,no,0
36,35-49,services,single,secondary,62,Low (0-500),no,yes,no,unknown,5,may,215,3.58,3-5 mins,2,2,-1,0,unknown,no,0
53,50-66,services,married,unknown,257,Low (0-500),no,yes,no,unknown,5,may,209,3.48,3-5 mins,2,2,-1,0,unknown,no,0
50,50-66,technician,married,secondary,1234,Medium (500-2K),no,yes,no,unknown,5,may,205,3.42,3-5 mins,2,2,-1,0,unknown,no,0
54,50-66,management,married,tertiary,313,Low (0-500),no,yes,no,unknown,5,may,83,1.38,1-3 mins,2,2,-1,0,unknown,no,0
55,50-66,blue-collar,married,secondary,89,Low (0-500),no,yes,no,unknown,5,may,106,1.77,1-3 mins,3,3,-1,0,unknown,no,0
44,35-49,blue-collar,married,secondary,129,Low (0-500),no,yes,yes,unknown,5,may,189,3.15,3-5 mins,2,2,-1,0,unknown,no,0
43,35-49,management,married,unknown,0,Negative,no,yes,no,unknown,5,may,105,1.75,1-3 mins,2,2,-1,0,unknown,no,0
56,50-66,admin.,married,secondary,353,Low (0-500),no,yes,no,unknown,5,may,106,1.77,1-3 mins,2,2,-1,0,unknown,no,0
54,50-66,technician,married,unknown,851,Medium (500-2K),no,yes,no,unknown,5,may,108,1.8,1-3 mins,2,2,-1,0,unknown,no,0
55,50-66,services,divorced,primary,96,Low (0-500),no,yes,yes,unknown,5,may,311,5.18,5-10 mins,2,2,-1,0,unknown,no,0
37,35-49,services,divorced,secondary,398,Low (0-500),no,yes,yes,unknown,5,may,214,3.57,3-5 mins,2,2,-1,0,unknown,no,0
33,25-34,admin.,single,tertiary,193,Low (0-500),no,no,no,unknown,5,may,132,2.2,1-3 mins,2,2,-1,0,unknown,no,0
46,35-49,admin.,married,secondary,-358,Negative,no,yes,no,unknown,5,may,358,5.97,5-10 mins,2,2,-1,0,unknown,no,0
36,35-49,blue-collar,married,secondary,539,Medium (500-2K),no,yes,yes,unknown,5,may,453,7.55,5-10 mins,2,2,-1,0,unknown,no,0
51,50-66,technician,single,secondary,0,Negative,no,yes,no,unknown,5,may,364,6.07,5-10 mins,2,2,-1,0,unknown,no,0
40,35-49,retired,single,primary,0,Negative,no,no,no,unknown,5,may,136,2.27,1-3 mins,2,2,-1,0,unknown,no,0
42,35-49,blue-collar,married,secondary,490,Low (0-500),no,yes,no,unknown,5,may,386,6.43,5-10 mins,2,2,-1,0,unknown,no,0
51,50-66,blue-collar,married,secondary,0,Negative,no,yes,no,unknown,5,may,173,2.88,1-3 mins,2,2,-1,0,unknown,no,0
49,35-49,blue-collar,married,unknown,403,Low (0-500),no,yes,no,unknown,5,may,241,4.02,3-5 mins,2,2,-1,0,unknown,no,0
48,35-49,management,married,secondary,161,Low (0-500),no,yes,no,unknown,5,may,224,3.73,3-5 mins,3,3,-1,0,unknown,no,0
32,25-34,technician,divorced,tertiary,2558,High (2K+),no,no,no,unknown,5,may,148,2.47,1-3 mins,2,2,-1,0,unknown,no,0
31,25-34,admin.,single,secondary,98,Low (0-500),no,yes,no,unknown,5,may,196,3.27,3-5 mins,2,2,-1,0,unknown,no,0
55,50-66,management,single,tertiary,115,Low (0-500),no,no,no,unknown,5,may,111,1.85,1-3 mins,4,4,-1,0,unknown,no,0
40,35-49,blue-collar,single,secondary,436,Low (0-500),no,yes,no,unknown,5,may,231,3.85,3-5 mins,3,3,-1,0,unknown,no,0
47,35-49,technician,married,tertiary,831,Medium (500-2K),no,yes,no,unknown,5,may,316,5.27,5-10 mins,3,3,-1,0,unknown,no,0
57,50-66,technician,married,unknown,206,Low (0-500),no,yes,no,unknown,5,may,216,3.6,3-5 mins,3,3,-1,0,unknown,no,0
41,35-49,blue-collar,married,secondary,290,Low (0-500),no,yes,no,unknown,5,may,240,4.0,3-5 mins,2,2,-1,0,unknown,no,0
48,35-49,blue-collar,married,secondary,1,Low (0-500),no,no,no,unknown,5,may,669,11.15,10+ mins,3,3,-1,0,unknown,no,0
42,35-49,blue-collar,married,unknown,57,Low (0-500),no,yes,no,unknown,5,may,425,7.08,5-10 mins,2,2,-1,0,unknown,no,0
30,25-34,blue-collar,single,secondary,-457,Negative,no,yes,no,unknown,5,may,143,2.38,1-3 mins,2,2,-1,0,unknown,no,0
58,50-66,management,single,tertiary,1387,Medium (500-2K),no,yes,no,unknown,5,may,174,2.9,1-3 mins,5,5,-1,0,unknown,no,0
45,35-49,management,divorced,tertiary,24598,High (2K+),no,yes,no,unknown,5,may,313,5.22,5-10 mins,3,3,-1,0,unknown,no,0
49,35-49,blue-collar,married,secondary,30,Low (0-500),no,yes,no,unknown,5,may,135,2.25,1-3 mins,4,4,-1,0,unknown,no,0
42,35-49,admin.,single,secondary,1022,Medium (500-2K),no,yes,no,unknown,5,may,146,2.43,1-3 mins,2,2,-1,0,unknown,no,0
53,50-66,technician,married,secondary,56,Low (0-500),no,yes,yes,unknown,5,may,152,2.53,1-3 mins,2,2,-1,0,unknown,no,0
51,50-66,admin.,single,secondary,-2,Negative,yes,no,no,unknown,5,may,402,6.7,5-10 mins,3,3,-1,0,unknown,no,0
32,25-34,services,single,secondary,121,Low (0-500),no,yes,no,unknown,5,may,213,3.55,3-5 mins,2,2,-1,0,unknown,no,0
41,35-49,blue-collar,single,secondary,842,Medium (500-2K),no,yes,no,unknown,5,may,144,2.4,1-3 mins,3,3,-1,0,unknown,no,0
43,35-49,management,divorced,secondary,693,Medium (500-2K),no,yes,no,unknown,5,may,124,2.07,1-3 mins,3,3,-1,0,unknown,no,0
40,35-49,blue-collar,divorced,secondary,-333,Negative,no,yes,no,unknown,5,may,183,3.05,3-5 mins,2,2,-1,0,unknown,no,0
50,50-66,blue-collar,married,primary,1533,Medium (500-2K),no,yes,no,unknown,5,may,325,5.42,5-10 mins,2,2,-1,0,unknown,no,0
34,25-34,management,married,tertiary,46,Low (0-500),no,yes,no,unknown,5,may,39,0.65,<1 min,4,4,-1,0,unknown,no,0
53,50-66,services,married,unknown,18,Low (0-500),no,no,no,unknown,5,may,503,8.38,5-10 mins,2,2,-1,0,unknown,no,0
45,35-49,technician,married,secondary,44,Low (0-500),no,yes,no,unknown,5,may,95,1.58,1-3 mins,4,4,-1,0,unknown,no,0
39,35-49,blue-collar,married,primary,-100,Negative,no,yes,no,unknown,5,may,680,11.33,10+ mins,2,2,-1,0,unknown,no,0
44,35-49,services,married,tertiary,510,Medium (500-2K),no,yes,no,unknown,5,may,421,7.02,5-10 mins,4,4,-1,0,unknown,no,0
55,50-66,management,married,tertiary,685,Medium (500-2K),no,yes,no,unknown,5,may,174,2.9,1-3 mins,3,3,-1,0,unknown,no,0
46,35-49,management,single,tertiary,187,Low (0-500),no,yes,no,unknown,5,may,113,1.88,1-3 mins,2,2,-1,0,unknown,no,0
45,35-49,blue-collar,married,secondary,66,Low (0-500),no,yes,no,unknown,5,may,808,13.47,10+ mins,2,2,-1,0,unknown,no,0
34,25-34,admin.,married,secondary,560,Medium (500-2K),no,yes,no,unknown,5,may,198,3.3,3-5 mins,3,3,-1,0,unknown,no,0
36,35-49,blue-collar,married,secondary,0,Negative,no,yes,no,unknown,5,may,195,3.25,3-5 mins,2,2,-1,0,unknown,no,0
59,50-66,unknown,divorced,unknown,27,Low (0-500),no,no,no,unknown,5,may,347,5.78,5-10 mins,3,3,-1,0,unknown,no,0
31,25-34,admin.,single,secondary,12,Low (0-500),no,yes,no,unknown,5,may,208,3.47,3-5 mins,2,2,-1,0,unknown,no,0
44,35-49,blue-collar,single,secondary,34,Low (0-500),no,yes,no,unknown,5,may,404,6.73,5-10 mins,4,4,-1,0,unknown,no,0
33,25-34,entrepreneur,single,tertiary,1068,Medium (500-2K),no,yes,no,unknown,5,may,396,6.6,5-10 mins,2,2,-1,0,unknown,no,0
40,35-49,blue-collar,married,secondary,211,Low (0-500),no,yes,no,unknown,5,may,216,3.6,3-5 mins,4,4,-1,0,unknown,no,0
46,35-49,admin.,single,tertiary,377,Low (0-500),no,yes,no,unknown,5,may,98,1.63,1-3 mins,2,2,-1,0,unknown,no,0
48,35-49,management,married,tertiary,263,Low (0-500),no,yes,no,unknown,5,may,350,5.83,5-10 mins,2,2,-1,0,unknown,no,0
42,35-49,services,married,secondary,1263,Medium (500-2K),no,yes,no,unknown,6,may,114,1.9,1-3 mins,2,2,-1,0,unknown,no,0
27,25-34,services,married,secondary,8,Low (0-500),no,yes,no,unknown,6,may,88,1.47,1-3 mins,3,3,-1,0,unknown,no,0
48,35-49,admin.,married,secondary,126,Low (0-500),no,yes,yes,unknown,6,may,379,6.32,5-10 mins,2,2,-1,0,unknown,no,0
59,50-66,admin.,married,secondary,230,Low (0-500),no,yes,no,unknown,6,may,190,3.17,3-5 mins,3,3,-1,0,unknown,no,0
46,35-49,technician,married,tertiary,841,Medium (500-2K),no,yes,no,unknown,6,may,158,2.63,1-3 mins,1,1,-1,0,unknown,no,0
38,35-49,admin.,divorced,secondary,308,Low (0-500),no,yes,no,unknown,6,may,102,1.7,1-3 mins,1,1,-1,0,unknown,no,0
43,35-49,management,divorced,tertiary,1,Low (0-500),no,yes,no,unknown,6,may,306,5.1,5-10 mins,1,1,-1,0,unknown,no,0
38,35-49,admin.,divorced,tertiary,86,Low (0-500),no,yes,no,unknown,6,may,218,3.63,3-5 mins,1,1,-1,0,unknown,no,0
23,18-24,student,single,secondary,157,Low (0-500),no,yes,no,unknown,6,may,54,0.9,<1 min,1,1,-1,0,unknown,no,0
34,25-34,services,married,secondary,22,Low (0-500),no,yes,no,unknown,6,may,344,5.73,5-10 mins,1,1,-1,0,unknown,no,0
38,35-49,admin.,married,secondary,46,Low (0-500),no,yes,yes,unknown,6,may,195,3.25,3-5 mins,1,1,-1,0,unknown,no,0
37,35-49,blue-collar,married,secondary,1293,Medium (500-2K),no,no,no,unknown,6,may,652,10.87,10+ mins,1,1,-1,0,unknown,no,0
25,25-34,admin.,single,secondary,122,Low (0-500),no,yes,no,unknown,6,may,286,4.77,3-5 mins,1,1,-1,0,unknown,no,0
48,35-49,blue-collar,married,unknown,131,Low (0-500),no,yes,no,unknown,6,may,189,3.15,3-5 mins,1,1,-1,0,unknown,no,0
49,35-49,blue-collar,single,secondary,143,Low (0-500),no,yes,no,unknown,6,may,83,1.38,1-3 mins,1,1,-1,0,unknown,no,0
38,35-49,admin.,single,secondary,393,Low (0-500),no,no,no,unknown,6,may,184,3.07,3-5 mins,2,2,-1,0,unknown,no,0
43,35-49,blue-collar,married,primary,98,Low (0-500),no,yes,no,unknown,6,may,235,3.92,3-5 mins,1,1,-1,0,unknown,no,0
33,25-34,management,married,tertiary,0,Negative,no,yes,no,unknown,6,may,290,4.83,3-5 mins,1,1,-1,0,unknown,no,0
55,50-66,blue-collar,married,secondary,224,Low (0-500),no,yes,no,unknown,6,may,232,3.87,3-5 mins,1,1,-1,0,unknown,no,0
38,35-49,blue-collar,married,secondary,757,Medium (500-2K),no,yes,no,unknown,6,may,133,2.22,1-3 mins,1,1,-1,0,unknown,no,0
49,35-49,services,married,secondary,245,Low (0-500),no,yes,yes,unknown,6,may,318,5.3,5-10 mins,1,1,-1,0,unknown,no,0
40,35-49,management,married,secondary,8486,High (2K+),no,no,no,unknown,6,may,260,4.33,3-5 mins,3,3,-1,0,unknown,no,0
43,35-49,admin.,married,unknown,350,Low (0-500),no,no,no,unknown,6,may,437,7.28,5-10 mins,1,1,-1,0,unknown,no,0
38,35-49,blue-collar,married,secondary,20,Low (0-500),no,yes,no,unknown,6,may,402,6.7,5-10 mins,1,1,-1,0,unknown,no,0
58,50-66,services,married,secondary,1667,Medium (500-2K),no,yes,yes,unknown,6,may,85,1.42,1-3 mins,1,1,-1,0,unknown,no,0
